document_id,decision,first_submission_month,first_submitted_at,version_submitted_at,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2602.08346v1,included,2026-02,2026-02-09T07:31:14Z,2026-02-09T07:31:14Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08355v4,included,2026-02,2026-02-09T07:43:38Z,2026-06-17T10:09:51Z,"[""answering_model""]","[""finance_and_business"", ""law_and_public_policy""]","[""fixed_items""]","[""audio"", ""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""zh""]"
arxiv:2602.08367v1,included,2026-02,2026-02-09T08:03:30Z,2026-02-09T08:03:30Z,"[""agent_or_tool_system""]","[""other""]","[""fixed_items""]","[""image"", ""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08392v2,included,2026-02,2026-02-09T08:47:14Z,2026-04-04T07:19:18Z,"[""embodied_system""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""structured_data"", ""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.08412v2,included,2026-02,2026-02-09T09:14:58Z,2026-02-11T05:31:59Z,"[""agent_or_tool_system""]","[""cybersecurity""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.08421v1,included,2026-02,2026-02-09T09:26:32Z,2026-02-09T09:26:32Z,"[""answering_model""]","[""engineering""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08439v1,included,2026-02,2026-02-09T09:51:29Z,2026-02-09T09:51:29Z,"[""answering_model""]","[""other""]","[""fixed_items""]","[""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08543v2,included,2026-02,2026-02-09T11:44:15Z,2026-02-13T07:28:55Z,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08561v3,included,2026-02,2026-02-09T11:59:59Z,2026-04-23T07:57:30Z,"[""agent_or_tool_system"", ""answering_model""]","[""social_sciences_and_humanities"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.08567v2,included,2026-02,2026-02-09T12:06:07Z,2026-05-28T08:11:28Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2602.08588v1,included,2026-02,2026-02-09T12:25:29Z,2026-02-09T12:25:29Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08675v1,included,2026-02,2026-02-09T13:57:37Z,2026-02-09T13:57:37Z,"[""answering_model""]","[""cybersecurity"", ""engineering""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08711v3,included,2026-02,2026-02-09T14:21:58Z,2026-07-02T10:23:24Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""text"", ""video""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.08716v1,included,2026-02,2026-02-09T14:25:07Z,2026-02-09T14:25:07Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08765v1,included,2026-02,2026-02-09T15:06:24Z,2026-02-09T15:06:24Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2602.08808v1,included,2026-02,2026-02-09T15:47:14Z,2026-02-09T15:47:14Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.08866v2,included,2026-02,2026-02-09T16:28:29Z,2026-08-20T07:46:48Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.08873v2,included,2026-02,2026-02-09T16:34:57Z,2026-06-01T23:19:00Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08874v2,included,2026-02,2026-02-09T16:35:14Z,2026-05-14T02:54:57Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.08939v2,included,2026-02,2026-02-09T17:36:56Z,2026-06-16T04:08:04Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.08995v2,included,2026-02,2026-02-09T18:41:15Z,2026-06-25T04:36:12Z,"[""answering_model""]","[""cybersecurity"", ""general_or_cross_domain""]","[""fixed_items""]","[""code"", ""image"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.09012v2,included,2026-02,2026-02-09T18:55:33Z,2026-06-21T08:25:39Z,"[""agent_or_tool_system""]","[""cybersecurity"", ""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.09063v1,included,2026-02,2026-02-09T03:20:31Z,2026-02-09T03:20:31Z,"[""agent_or_tool_system""]","[""natural_sciences""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.09163v1,included,2026-02,2026-02-09T20:12:38Z,2026-02-09T20:12:38Z,"[""agent_or_tool_system""]","[""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.09379v3,included,2026-02,2026-02-10T03:46:05Z,2026-06-11T04:42:25Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""llm_judge"", ""other_model_judge"", ""reference_or_metric""]","[""zh""]"
arxiv:2602.09383v1,included,2026-02,2026-02-10T03:51:03Z,2026-02-10T03:51:03Z,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.09447v2,included,2026-02,2026-02-10T06:31:47Z,2026-02-11T07:41:43Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.09464v2,included,2026-02,2026-02-10T06:58:26Z,2026-06-03T00:07:52Z,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2602.09514v3,included,2026-02,2026-02-10T08:12:23Z,2026-05-09T05:05:58Z,"[""agent_or_tool_system""]","[""finance_and_business""]","[""interactive_loop""]","[""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2602.09540v1,included,2026-02,2026-02-10T08:51:11Z,2026-02-10T08:51:11Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""image"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.09866v1,included,2026-02,2026-02-09T18:48:06Z,2026-02-09T18:48:06Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""other_model_judge""]","[""en"", ""si""]"
arxiv:2602.09930v1,included,2026-02,2026-02-10T16:04:00Z,2026-02-10T16:04:00Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.09973v1,included,2026-02,2026-02-10T17:01:54Z,2026-02-10T17:01:54Z,"[""answering_model""]","[""engineering""]","[""fixed_items""]","[""image"", ""text"", ""video""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.10017v1,included,2026-02,2026-02-10T17:39:17Z,2026-02-10T17:39:17Z,"[""answering_model""]","[""engineering"", ""natural_sciences""]","[""fixed_items"", ""runtime_generated_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""llm_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.10046v2,included,2026-02,2026-02-10T18:15:48Z,2026-07-31T16:31:38Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2602.10081v2,included,2026-02,2026-02-10T18:46:28Z,2026-02-12T02:51:40Z,"[""answering_model""]","[""finance_and_business"", ""general_or_cross_domain"", ""healthcare_biomedicine"", ""mathematics_and_formal_reasoning"", ""natural_sciences"", ""software_and_coding""]","[""fixed_items""]","[""image"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""human_judge"", ""llm_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.10092v1,included,2026-02,2026-02-10T18:56:04Z,2026-02-10T18:56:04Z,"[""answering_model""]","[""cybersecurity"", ""natural_sciences"", ""software_and_coding""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""es"", ""fr""]"
arxiv:2602.10159v1,included,2026-02,2026-02-10T03:50:59Z,2026-02-10T03:50:59Z,"[""agent_or_tool_system"", ""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.10161v1,included,2026-02,2026-02-10T06:04:08Z,2026-02-10T06:04:08Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""image"", ""text"", ""video""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2602.10171v1,included,2026-02,2026-02-10T14:04:22Z,2026-02-10T14:04:22Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""image"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.10210v1,included,2026-02,2026-02-10T19:04:01Z,2026-02-10T19:04:01Z,"[""answering_model""]","[""law_and_public_policy"", ""natural_sciences"", ""software_and_coding""]","[""fixed_items""]","[""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.10282v2,included,2026-02,2026-02-10T20:49:01Z,2026-07-28T13:02:22Z,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.10298v2,included,2026-02,2026-02-10T21:12:12Z,2026-04-26T12:37:24Z,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.10367v1,included,2026-02,2026-02-10T23:38:25Z,2026-02-10T23:38:25Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en"", ""zh""]"
arxiv:2602.10384v4,included,2026-02,2026-02-11T00:04:56Z,2026-06-16T12:57:20Z,"[""answering_model""]","[""finance_and_business""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""fr""]"
arxiv:2602.10387v2,included,2026-02,2026-02-11T00:21:51Z,2026-06-02T08:15:57Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.10450v2,included,2026-02,2026-02-11T02:45:31Z,2026-05-26T03:58:19Z,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.10467v4,included,2026-02,2026-02-11T03:09:45Z,2026-03-09T03:32:14Z,"[""agent_or_tool_system""]","[""finance_and_business"", ""language_and_communication""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.10471v2,included,2026-02,2026-02-11T03:22:51Z,2026-02-22T05:13:04Z,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.10518v1,included,2026-02,2026-02-11T04:36:14Z,2026-02-11T04:36:14Z,"[""answering_model""]","[""other""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.10525v2,included,2026-02,2026-02-11T04:49:50Z,2026-03-20T17:00:33Z,"[""agent_or_tool_system""]","[""finance_and_business"", ""general_or_cross_domain"", ""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.10575v1,included,2026-02,2026-02-11T06:59:36Z,2026-02-11T06:59:36Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.10620v1,included,2026-02,2026-02-11T08:11:31Z,2026-02-11T08:11:31Z,"[""agent_or_tool_system""]","[""education""]","[""fixed_items""]","[""text""]","[""generative_model"", ""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2602.10639v1,included,2026-02,2026-02-11T08:40:48Z,2026-02-11T08:40:48Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items"", ""runtime_generated_items""]","[""text"", ""video""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.10656v1,included,2026-02,2026-02-11T09:00:02Z,2026-02-11T09:00:02Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.10661v2,included,2026-02,2026-02-11T09:05:02Z,2026-02-13T11:46:57Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""ka""]"
arxiv:2602.10675v1,included,2026-02,2026-02-11T09:20:04Z,2026-02-11T09:20:04Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.10715v1,included,2026-02,2026-02-11T10:22:35Z,2026-02-11T10:22:35Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.10732v2,included,2026-02,2026-02-11T10:45:46Z,2026-04-20T13:17:42Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""acq"", ""aeb"", ""am"", ""ary"", ""arz"", ""el"", ""en"", ""es"", ""hi"", ""id"", ""it"", ""ja"", ""ka"", ""ky"", ""pt"", ""th"", ""tl"", ""tr"", ""yo"", ""zh"", ""zu""]"
arxiv:2602.10748v1,included,2026-02,2026-02-11T11:24:46Z,2026-02-11T11:24:46Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.10799v1,included,2026-02,2026-02-11T12:41:33Z,2026-02-11T12:41:33Z,"[""answering_model""]","[""other""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""human_judge"", ""llm_judge"", ""other_model_judge""]","[""en""]"
arxiv:2602.10814v1,included,2026-02,2026-02-11T12:54:53Z,2026-02-11T12:54:53Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.10840v2,included,2026-02,2026-02-11T13:26:02Z,2026-08-13T07:43:57Z,"[""answering_model""]","[""natural_sciences"", ""software_and_coding""]","[""fixed_items""]","[""code"", ""text"", ""video""]","[""generative_model""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2602.10881v1,included,2026-02,2026-02-11T14:09:43Z,2026-02-11T14:09:43Z,"[""answering_model""]","[""engineering"", ""general_or_cross_domain"", ""healthcare_biomedicine"", ""natural_sciences"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.10886v1,included,2026-02,2026-02-11T14:14:06Z,2026-02-11T14:14:06Z,"[""answering_model""]","[""finance_and_business""]","[""fixed_items"", ""runtime_generated_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment"", ""other_model_judge"", ""reference_or_metric""]","[""ar"", ""el"", ""en"", ""es"", ""hi"", ""ja"", ""zh""]"
arxiv:2602.10975v1,included,2026-02,2026-02-11T16:06:32Z,2026-02-11T16:06:32Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.10999v1,included,2026-02,2026-02-11T16:22:18Z,2026-02-11T16:22:18Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.11081v1,included,2026-02,2026-02-11T17:46:01Z,2026-02-11T17:46:01Z,"[""answering_model""]","[""law_and_public_policy""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge""]","[""de""]"
arxiv:2602.11091v1,included,2026-02,2026-02-11T17:57:23Z,2026-02-11T17:57:23Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.11103v2,included,2026-02,2026-02-11T18:15:11Z,2026-06-30T22:11:21Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""audio"", ""code"", ""image"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.11165v1,included,2026-01,2026-01-17T21:33:27Z,2026-01-17T21:33:27Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""other_model_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.11167v1,included,2026-01,2026-01-18T22:51:40Z,2026-01-18T22:51:40Z,"[""answering_model""]","[""general_or_cross_domain"", ""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2602.11170v1,included,2026-01,2026-01-19T07:57:01Z,2026-01-19T07:57:01Z,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items""]","[""text""]","[""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2602.11199v2,included,2026-02,2026-02-04T02:21:01Z,2026-04-20T19:24:57Z,"[""answering_model""]","[""general_or_cross_domain"", ""healthcare_biomedicine"", ""mathematics_and_formal_reasoning"", ""natural_sciences""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.11224v3,included,2026-02,2026-02-11T13:31:18Z,2026-04-28T16:08:25Z,"[""agent_or_tool_system""]","[""finance_and_business"", ""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""code"", ""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2602.11238v2,included,2026-02,2026-02-11T17:16:43Z,2026-06-08T11:56:57Z,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""other_model_judge""]","[""en""]"
arxiv:2602.11243v2,included,2026-02,2026-02-11T17:32:23Z,2026-05-22T11:17:25Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2602.11244v1,included,2026-02,2026-02-11T17:39:14Z,2026-02-11T17:39:14Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.11304v1,included,2026-02,2026-02-11T19:29:31Z,2026-02-11T19:29:31Z,"[""agent_or_tool_system""]","[""finance_and_business""]","[""fixed_items"", ""interactive_loop""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.11305v1,included,2026-02,2026-02-11T19:30:43Z,2026-02-11T19:30:43Z,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.11328v1,included,2026-02,2026-02-11T19:59:12Z,2026-02-11T19:59:12Z,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.11348v2,included,2026-02,2026-02-11T20:33:10Z,2026-02-18T01:36:58Z,"[""agent_or_tool_system""]","[""finance_and_business"", ""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop"", ""runtime_generated_items""]","[""structured_data"", ""text""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2602.11354v3,included,2026-02,2026-02-11T20:42:10Z,2026-06-29T19:08:09Z,"[""agent_or_tool_system""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""code"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.11460v2,included,2026-02,2026-02-12T00:38:21Z,2026-05-25T20:03:02Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.11488v3,included,2026-02,2026-02-12T02:15:30Z,2026-03-23T18:59:44Z,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""audio"", ""text""]","[""generative_model"", ""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""ar"", ""de"", ""en"", ""fr"", ""it"", ""ja"", ""pt"", ""zh""]"
arxiv:2602.11509v2,included,2026-02,2026-02-12T03:10:02Z,2026-05-07T17:31:17Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""image"", ""text"", ""video""]","[""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.11510v3,included,2026-02,2026-02-12T03:10:44Z,2026-06-15T09:43:49Z,"[""agent_or_tool_system""]","[""cybersecurity"", ""finance_and_business"", ""healthcare_biomedicine"", ""law_and_public_policy""]","[""fixed_items"", ""interactive_loop""]","[""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.11596v1,included,2026-02,2026-02-12T05:26:36Z,2026-02-12T05:26:36Z,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""text"", ""video""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2602.11609v1,included,2026-02,2026-02-12T06:04:11Z,2026-02-12T06:04:11Z,"[""agent_or_tool_system"", ""answering_model""]","[""natural_sciences""]","[""fixed_items""]","[""structured_data"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.11635v2,included,2026-02,2026-02-12T06:37:55Z,2026-04-08T16:46:28Z,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2602.11678v1,included,2026-02,2026-02-12T07:50:49Z,2026-02-12T07:50:49Z,"[""answering_model""]","[""engineering""]","[""fixed_items""]","[""image"", ""structured_data"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2602.11684v2,included,2026-02,2026-02-12T08:06:37Z,2026-08-25T00:17:55Z,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items"", ""interactive_loop"", ""runtime_generated_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.11685v1,included,2026-02,2026-02-12T08:07:25Z,2026-02-12T08:07:25Z,"[""answering_model""]","[""finance_and_business"", ""general_or_cross_domain"", ""healthcare_biomedicine"", ""law_and_public_policy""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2602.11724v3,included,2026-02,2026-02-12T08:51:07Z,2026-04-23T15:00:58Z,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""structured_data"", ""text""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
