document_id,first_submission_month,title,decision,target_system,evaluation_domain,evaluation_setup,modality,material_origin,scoring_source,task_language
arxiv:2510.12826v2,2025-10,Scheming Ability in LLM-to-LLM Strategic Interactions,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.12836v1,2025-10,"BanglaMATH : A Bangla benchmark dataset for testing LLM mathematical reasoning at grades 6, 7, and 8",included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""human_judge""]","[""bn""]"
arxiv:2510.12839v2,2025-10,"FaStfact: Faster, Stronger Long-Form Factuality Evaluations in LLMs",included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.12845v1,2025-10,VLURes: Benchmarking VLM Visual and Linguistic Understanding in Low-Resource Languages,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""llm_judge"", ""human_judge""]","[""en"", ""ja"", ""sw"", ""ur""]"
arxiv:2510.12857v2,2025-10,Adaptive Generation of Bias-Eliciting Questions for LLMs,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.12899v3,2025-10,EduDial: Constructing a Large-scale Multi-turn Teacher-Student Dialogue Corpus,included,"[""answering_model""]","[""education"", ""mathematics_and_formal_reasoning""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge"", ""human_judge""]","[""en""]"
arxiv:2510.12943v2,2025-10,The Curious Case of Curiosity across Human Cultures and LLMs,included,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""other_model_judge"", ""human_judge""]","[""en""]"
arxiv:2510.12985v3,2025-10,SENTINEL: A Multi-Level Formal Framework for Safety Evaluation of Foundation Model-based Embodied Agents,included,"[""answering_model"", ""embodied_system""]","[""general_or_cross_domain"", ""engineering""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image"", ""structured_data""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.12997v2,2025-10,Max It or Miss It: Benchmarking LLM On Solving Extremal Problems,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.13008v1,2025-10,CurLL: A Developmental Framework to Evaluate Continual Learning in Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""mathematics_and_formal_reasoning"", ""natural_sciences"", ""software_and_coding"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.13105v1,2025-10,EgoSocial: Benchmarking Proactive Intervention Ability of Omnimodal LLMs via Egocentric Social Interaction Perception,included,"[""answering_model""]","[""social_sciences_and_humanities""]","[""fixed_items""]","[""video"", ""audio"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.13149v1,2025-10,RoboHiMan: A Hierarchical Evaluation Paradigm for Compositional Generalization in Long-Horizon Manipulation,included,"[""embodied_system"", ""answering_model""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""program_or_simulation""]","[""execution_or_environment"", ""reference_or_metric""]","[""en""]"
arxiv:2510.13271v2,2025-10,Do You Get the Hint? Benchmarking LLMs on the Board Game Concept,included,"[""answering_model""]","[""language_and_communication"", ""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""fr"", ""nl"", ""es""]"
arxiv:2510.13276v1,2025-10,MMLongCite: A Benchmark for Evaluating Fidelity of Long-Context Vision-Language Models,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image"", ""video""]","[""human_or_real_world"", ""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2510.13394v4,2025-10,Spatial-DISE: A Unified Benchmark for Evaluating Spatial Reasoning in Vision-Language Models,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.13417v2,2025-10,Assessing LLM Reasoning Through Implicit Causal Chain Discovery in Climate Discourse,included,"[""answering_model""]","[""language_and_communication"", ""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""llm_judge"", ""human_judge""]","[""en""]"
arxiv:2510.13494v1,2025-10,LiteraryQA: Towards Effective Evaluation of Long-document Narrative QA,included,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2510.13499v2,2025-10,ConsintBench: Evaluating Language Models on Real-World Consumer Intent Understanding,included,"[""answering_model""]","[""finance_and_business"", ""language_and_communication""]","[""runtime_generated_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge"", ""other_model_judge""]","[""en""]"
arxiv:2510.13598v1,2025-10,FreshTab: Sourcing Fresh Data for Table-to-Text Generation Evaluation,included,"[""answering_model""]","[""language_and_communication""]","[""runtime_generated_items""]","[""text"", ""structured_data""]","[""human_or_real_world""]","[""other_model_judge"", ""llm_judge""]","[""en"", ""de"", ""fr"", ""ru"", ""multilingual_unspecified""]"
arxiv:2510.13709v2,2025-10,Training LLM Agents to Empower Humans,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.13734v2,2025-10,"GAPS: A Clinically Grounded, Automated Benchmark for Evaluating AI Clinicians",included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2510.13747v2,2025-10,InteractiveOmni: A Unified Omni-modal Model for Audio-Visual Multi-turn Dialogue,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image"", ""audio""]","[""generative_model""]","[""llm_judge"", ""human_judge""]","[""unclear""]"
arxiv:2510.13749v2,2025-10,Assessing Web Search Credibility and Response Groundedness in Chat Assistants,included,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""healthcare_biomedicine"", ""natural_sciences"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2510.13759v3,2025-10,Uni-MMMU: A Massive Multi-discipline Multimodal Unified Benchmark,excluded,null,null,null,null,null,null,null
arxiv:2510.13804v1,2025-10,Generative Universal Verifier as Multimodal Meta-Reasoner,included,"[""answering_model""]","[""general_or_cross_domain"", ""natural_sciences"", ""software_and_coding"", ""engineering""]","[""fixed_items""]","[""text"", ""image"", ""code""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2510.13812v1,2025-09,MindBenchAI: An Actionable Platform to Evaluate the Profile and Performance of Large Language Models in a Mental Healthcare Context,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.13835v1,2025-10,ConDABench: Interactive Evaluation of Language Models for Data Analysis,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.13852v2,2025-10,ConsistencyAI: A Benchmark to Assess LLMs' Factual Consistency When Responding to Different Demographic Groups,included,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""runtime_generated_items""]","[""text""]","[""generative_model""]","[""other_model_judge""]","[""en""]"
arxiv:2510.13859v1,2025-10,Benchmarking Correctness and Security in Multi-Turn Code Generation,included,"[""answering_model"", ""agent_or_tool_system""]","[""software_and_coding"", ""cybersecurity""]","[""fixed_items""]","[""text"", ""code""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.13878v1,2025-10,TextBandit: Evaluating Probabilistic Reasoning in LLMs Through Language-Only Decision Tasks,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""interactive_loop""]","[""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.13888v2,2025-10,Reliable Fine-Grained Evaluation of Natural Language Math Proofs,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.13893v2,2025-10,Guarding the Guardrails: A Taxonomy-Driven Approach to Jailbreak Detection,excluded,null,null,null,null,null,null,null
arxiv:2510.13910v2,2025-10,RAGCap-Bench: Benchmarking Capabilities of LLMs in Agentic Retrieval Augmented Generation Systems,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2510.13914v1,2025-10,A11YN: aligning LLMs for accessible web UI code generation,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""generative_model""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2510.13926v1,2025-10,BioMedSearch: A Multi-Source Biomedical Retrieval Framework Based on LLMs,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.13936v2,2025-10,FinDeepResearch: Evaluating Deep Research Agents in Rigorous Financial Analysis,included,"[""answering_model""]","[""finance_and_business""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en"", ""zh"", ""id""]"
arxiv:2510.14030v1,2025-10,"Think Globally, Group Locally: Evaluating LLMs Using Multi-Lingual Word Grouping Games",included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric"", ""other_model_judge""]","[""en"", ""es"", ""zh"", ""hi"", ""ar""]"
arxiv:2510.14115v1,2025-10,David vs. Goliath: A comparative study of different-sized LLMs for code generation in the domain of automotive scenario generation,included,"[""answering_model""]","[""software_and_coding"", ""engineering""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""program_or_simulation""]","[""reference_or_metric"", ""execution_or_environment""]","[""en""]"
arxiv:2510.14207v3,2025-10,Echoes of Human Malice in Agents: Benchmarking LLMs for Multi-Turn Online Harassment Attacks,included,"[""answering_model""]","[""general_or_cross_domain"", ""social_sciences_and_humanities""]","[""runtime_generated_items"", ""interactive_loop""]","[""text""]","[""generative_model"", ""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2510.14240v5,2025-10,LiveResearchBench: A Live Benchmark for User-Centric Deep Research in the Wild,included,"[""agent_or_tool_system""]","[""general_or_cross_domain"", ""natural_sciences"", ""finance_and_business"", ""healthcare_biomedicine"", ""law_and_public_policy"", ""social_sciences_and_humanities"", ""education""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.14265v1,2025-10,MorphoBench: A Benchmark with Difficulty Adaptive to Model Reasoning,included,"[""answering_model""]","[""mathematics_and_formal_reasoning"", ""natural_sciences"", ""engineering"", ""social_sciences_and_humanities"", ""healthcare_biomedicine""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""llm_judge""]","[""en""]"
arxiv:2510.14305v2,2025-10,MathMist: A Parallel Multilingual Benchmark Dataset for Mathematical Problem Solving and Reasoning,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric"", ""llm_judge""]","[""en"", ""ar"", ""bn"", ""fr"", ""sw"", ""fa"", ""tr"", ""ha"", ""gu"", ""am"", ""kk"", ""fi"", ""lt""]"
arxiv:2510.14307v1,2025-10,MERLIN: A Testbed for Multilingual Multimodal Entity Recognition and Linking,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world""]","[""reference_or_metric""]","[""hi"", ""id"", ""ja"", ""ta"", ""vi""]"
arxiv:2510.14312v1,2025-10,"Terrarium: Revisiting the Blackboard for Multi-Agent Safety, Privacy, and Security Studies",included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""runtime_generated_items"", ""interactive_loop""]","[""text"", ""image""]","[""program_or_simulation"", ""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2510.14351v2,2025-10,Beyond One World: Benchmarking Super Heros in Role-Playing Across Multiversal Contexts,included,"[""answering_model""]","[""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2510.14377v2,2025-10,"PluriHopRAG: Exhaustive, Recall-Sensitive QA Through Corpus-Specific Document Structure Learning",included,"[""answering_model""]","[""general_or_cross_domain"", ""engineering""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en"", ""de""]"
arxiv:2510.14398v3,2025-10,YNTP-100: A Benchmark for Your Next Token Prediction with 100 People,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en"", ""zh"", ""ja""]"
arxiv:2510.14401v2,2025-10,The Role of Social Learning and Collective Norm Formation in Fostering Cooperation in LLM Multi-Agent Systems,included,"[""agent_or_tool_system""]","[""social_sciences_and_humanities""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.14438v2,2025-10,WebAggregator: Enhancing Compositional Reasoning Capabilities of Deep Research Agent Foundation Models,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""image""]","[""generative_model"", ""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2510.14509v4,2025-10,E2Edev: Benchmarking Large Language Models in End-to-End Software Development Task,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""generative_model"", ""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.14512v2,2025-10,Helmsman: Autonomous Synthesis of Federated Learning Systems via Collaborative LLM Agents,included,"[""agent_or_tool_system""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2510.14560v1,2025-10,Eyes Wide Open: Ego Proactive Video-LLM for Streaming Video,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""video""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en""]"
arxiv:2510.14565v1,2025-10,Assessing Socio-Cultural Alignment and Technical Safety of Sovereign LLMs,included,"[""answering_model""]","[""social_sciences_and_humanities"", ""language_and_communication"", ""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""human_judge""]","[""en"", ""fr"", ""zh"", ""ko"", ""th"", ""no""]"
arxiv:2510.14616v2,2025-10,Beyond Correctness: Evaluating Subjective Writing Preferences Across Cultures,included,"[""answering_model""]","[""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2510.14621v1,2025-10,ColorBench: Benchmarking Mobile Agents with Graph-Structured Framework for Complex Long-Horizon Tasks,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""image""]","[""human_or_real_world""]","[""execution_or_environment""]","[""zh""]"
arxiv:2510.14635v1,2025-10,ATGen: Adversarial Reinforcement Learning for Test Case Generation,excluded,null,null,null,null,null,null,null
arxiv:2510.14664v2,2025-10,SpeechLLM-as-Judges: Towards General and Interpretable Speech Quality Evaluation,excluded,null,null,null,null,null,null,null
arxiv:2510.14756v1,2025-10,Pluto: A Benchmark for Evaluating Efficiency of LLM-generated Hardware Code,included,"[""answering_model""]","[""software_and_coding"", ""engineering""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.14842v1,2025-10,Boosting Instruction Following at Scale,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.14866v1,2025-10,Benchmarking Multimodal Large Language Models for Face Recognition,included,"[""answering_model""]","[""other""]","[""fixed_items""]","[""image"", ""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.14902v1,2025-10,VLA^2: Empowering Vision-Language-Action Models with an Agentic Framework for Unseen Concept Manipulation,included,"[""embodied_system""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.14944v1,2025-10,MetaBench: A Multi-task Benchmark for Assessing LLMs in Metabolomics,included,"[""answering_model""]","[""natural_sciences"", ""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""other_model_judge""]","[""en""]"
arxiv:2510.14958v1,2025-10,MathCanvas: Intrinsic Visual Chain-of-Thought for Multimodal Mathematical Reasoning,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text"", ""image""]","[""human_or_real_world""]","[""llm_judge""]","[""en""]"
arxiv:2510.14972v1,2025-10,TokDrift: When LLM Speaks in Subwords but Code Speaks in Grammar,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items"", ""runtime_generated_items""]","[""text"", ""code""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.14980v3,2025-10,Compositional Machine Design as Program Synthesis with LLMs,included,"[""answering_model""]","[""engineering""]","[""fixed_items"", ""interactive_loop""]","[""text"", ""code"", ""structured_data""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.15021v1,2025-10,Constantly Improving Image Models Need Constantly Improving Benchmarks,excluded,null,null,null,null,null,null,null
arxiv:2510.15079v2,2025-10,Assessing Coherency and Consistency of Code Execution Reasoning by Large Language Models,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""reference_or_metric"", ""execution_or_environment""]","[""en""]"
arxiv:2510.15096v2,2025-10,OpenEstimate: Evaluating LLMs on Reasoning Under Uncertainty with Real-World Data,included,"[""answering_model""]","[""general_or_cross_domain"", ""healthcare_biomedicine"", ""finance_and_business"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""program_or_simulation"", ""human_or_real_world""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.15115v1,2025-10,Measuring the Effect of Disfluency in Multilingual Knowledge Probing Benchmarks,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""ru"", ""cs"", ""uk"", ""hr"", ""es"", ""zh"", ""vi"", ""id"", ""da""]"
arxiv:2510.15144v4,2025-10,HugAgent: A Human Simulation Benchmark for Individual-Level Reasoning,included,"[""answering_model""]","[""law_and_public_policy"", ""healthcare_biomedicine"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.15148v2,2025-10,XModBench: Benchmarking Cross-Modal Capabilities and Consistency in Omni-Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication"", ""social_sciences_and_humanities""]","[""fixed_items""]","[""text"", ""image"", ""video"", ""audio""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric""]","[""en"", ""zh""]"
arxiv:2510.15186v1,2025-10,MAGPIE: A benchmark for Multi-AGent contextual PrIvacy Evaluation,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""generative_model""]","[""llm_judge"", ""execution_or_environment""]","[""en""]"
arxiv:2510.15211v1,2025-10,ReasonIF: Large Reasoning Models Fail to Follow Instructions During Reasoning,included,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning"", ""natural_sciences""]","[""fixed_items""]","[""text""]","[""human_or_real_world""]","[""reference_or_metric""]","[""en"", ""fr"", ""ar"", ""ru"", ""zh"", ""es"", ""hi""]"
arxiv:2510.15232v1,2025-10,FinTrust: A Comprehensive Benchmark of Trustworthiness Evaluation in Finance Domain,included,"[""answering_model""]","[""finance_and_business"", ""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge"", ""reference_or_metric""]","[""en"", ""ha""]"
arxiv:2510.15297v4,2025-10,VERA-MH Concept Paper,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""runtime_generated_items"", ""interactive_loop""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.15306v1,2025-10,WebGen-V Bench: Structured Representation for Enhancing Visual Design in LLM-based Web Generation and Evaluation,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""image"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.15406v1,2025-10,VocalBench-DF: A Benchmark for Evaluating Speech LLM Robustness to Disfluency,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""audio"", ""text""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.15421v1,2025-10,When Seeing Is not Enough: Revealing the Limits of Active Reasoning in MLLMs,included,"[""agent_or_tool_system""]","[""general_or_cross_domain""]","[""fixed_items"", ""interactive_loop""]","[""image"", ""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric""]","[""en""]"
arxiv:2510.15476v3,2025-10,"SoK: Systematizing LLM Prompt Security: Taxonomies, Datasets, and Unified Evaluation of Attacks and Defenses",included,"[""answering_model""]","[""cybersecurity""]","[""fixed_items"", ""runtime_generated_items""]","[""text""]","[""human_or_real_world"", ""generative_model"", ""program_or_simulation""]","[""llm_judge"", ""other_model_judge"", ""reference_or_metric""]","[""en"", ""es"", ""fr""]"
arxiv:2510.15501v2,2025-10,DeceptionBench: A Comprehensive Benchmark for AI Deception Behaviors in Real-world Scenarios,included,"[""answering_model""]","[""general_or_cross_domain"", ""finance_and_business"", ""healthcare_biomedicine"", ""education"", ""social_sciences_and_humanities""]","[""fixed_items"", ""runtime_generated_items"", ""interactive_loop""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.15513v1,2025-10,Temporal Referential Consistency: Do LLMs Favor Sequences Over Absolute Time References?,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""program_or_simulation"", ""generative_model""]","[""reference_or_metric""]","[""en"", ""fr"", ""ro""]"
arxiv:2510.15558v1,2025-10,KITE: A Benchmark for Evaluating Korean Instruction-Following Abilities in Large Language Models,included,"[""answering_model""]","[""general_or_cross_domain"", ""language_and_communication""]","[""fixed_items""]","[""text""]","[""generative_model"", ""human_or_real_world""]","[""reference_or_metric""]","[""ko""]"
arxiv:2510.15614v3,2025-10,HypoSpace: A Diagnostic Benchmark for Set-Valued Hypothesis Generation under Underdetermination and Sublinear Coverage Bounds,included,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text"", ""structured_data""]","[""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.15682v1,2025-10,SQuAI: Scientific Question-Answering with Multi-Agent Retrieval-Augmented Generation,included,"[""answering_model""]","[""natural_sciences"", ""software_and_coding""]","[""fixed_items""]","[""text""]","[""generative_model""]","[""llm_judge""]","[""en""]"
arxiv:2510.15842v1,2025-10,Paper2Web: Let's Make Your Paper Alive!,included,"[""answering_model""]","[""software_and_coding""]","[""fixed_items""]","[""text"", ""image"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge"", ""human_judge""]","[""en""]"
arxiv:2510.15891v1,2025-09,Detecting and Preventing Harmful Behaviors in AI Companions: Development and Evaluation of the SHIELD Supervisory System,semantic_unresolved,null,null,null,null,null,null,null
arxiv:2510.15955v2,2025-10,How Good Are LLMs at Processing Tool Outputs?,included,"[""answering_model""]","[""general_or_cross_domain""]","[""fixed_items""]","[""text"", ""structured_data""]","[""human_or_real_world""]","[""reference_or_metric"", ""llm_judge""]","[""en""]"
arxiv:2510.15981v1,2025-10,ProofFlow: A Dependency Graph Approach to Faithful Proof Autoformalization,included,"[""answering_model""]","[""mathematics_and_formal_reasoning""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""execution_or_environment"", ""llm_judge""]","[""en""]"
arxiv:2510.15994v2,2025-10,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,included,"[""agent_or_tool_system""]","[""cybersecurity""]","[""fixed_items"", ""interactive_loop""]","[""text""]","[""human_or_real_world"", ""program_or_simulation""]","[""execution_or_environment""]","[""en""]"
arxiv:2510.16062v2,2025-10,Can LLMs Correct Themselves? A Benchmark of Self-Correction in LLMs,included,"[""answering_model""]","[""general_or_cross_domain"", ""mathematics_and_formal_reasoning"", ""software_and_coding""]","[""fixed_items""]","[""text"", ""code""]","[""human_or_real_world""]","[""reference_or_metric"", ""execution_or_environment"", ""human_judge"", ""llm_judge""]","[""en""]"
arxiv:2510.16085v1,2025-10,MoPHES:Leveraging on-device LLMs as Agent for Mobile Psychological Health Evaluation and Support,included,"[""answering_model""]","[""healthcare_biomedicine""]","[""fixed_items""]","[""text""]","[""human_or_real_world"", ""generative_model""]","[""reference_or_metric"", ""llm_judge""]","[""zh""]"
arxiv:2510.16096v1,2025-10,Facts in Stats: Impacts of Pretraining Diversity on Language Model Generalization,included,"[""answering_model""]","[""general_or_cross_domain""]","[""runtime_generated_items""]","[""text""]","[""program_or_simulation""]","[""reference_or_metric""]","[""not_applicable""]"
arxiv:2510.16240v2,2025-10,Cosmos-Surg-dVRK: World Foundation Model-based Automated Online Evaluation of Surgical Robot Policy Learning,included,"[""embodied_system""]","[""engineering"", ""healthcare_biomedicine""]","[""fixed_items"", ""runtime_generated_items"", ""interactive_loop""]","[""video"", ""structured_data""]","[""human_or_real_world"", ""generative_model""]","[""human_judge"", ""other_model_judge""]","[""not_applicable""]"
